"numero_expediente","url_archivo_TC","url_archivo_original","tipo_expediente","motivos_demanda","sentido_resolucion","fundamentos"
"00027-1992-HC","https://tc.gob.pe/jurisprudencia/1998/00027-1992-HC.pdf","data\sentencia-Extract\1998\sentencia-pdf-1998.csv","Proceso de Habeas Corpus","","Improcedente","['3. Que, en otro orden de consideraciones, este Colegiado considera que la pretensión del actor debe desestimarse, ya que: a) Según se está a la declaración prestada por el accionado obrante a fojas nueve, de la prestada por el actor obrante a fojas diecisiete, y de la manifestación que éste rindiera ante la División de Estafas de la ahora Policía Nacional del Perú la alegada detención de la que habría sido objeto el actor se realizó el día veintiséis de noviembre de mil novecientos noventa, día en el que fuera puesto en libertad después de realizada dicha diligencia policial. b) En este sentido la alegación de haber sido conducido por el accionado en forma arbitraria a la División de Estafas de la Policía Nacional del Perú, que no existía mandato judicial en su contra u haber sido encontrado en la comisión de flagrante delito, al haber cesado con la libertad del actor el mismo día en que se alega haber sido detenido, impide que este colegiado puede ingresar a evaluar la razones de fondo que acompañan el recurso extraordinario.']"
"00041-1992-AA","https://tc.gob.pe/jurisprudencia/1999/00041-1992-AA.pdf","data\sentencia-Extract\1999\sentencia-pdf-1999.csv","Proceso de Amparo","","Improcedente","['3.\xad Que, teniendo en cuenta que la presente demanda fue presentada el veinte de abril de mil novecientos ochenta y nueve, esto es más de dos meses después del vencimiento del plazo de vigencia del Contrato de Licencia de Uso de Marcas y Asistencia Técnica; resulta aplicable lo dispuesto en el artículo 6º inciso 1) de la Ley Nº 23506, Ley de Hábeas Corpus y Amparo, toda vez que la presunta violación del derecho a la libre contratación invocada por la demandante se habría convertido en irreparable.']"
"00034-1992-AA","https://tc.gob.pe/jurisprudencia/1999/00034-1992-AA.pdf","data\sentencia-Extract\1999\sentencia-pdf-1999.csv","Proceso de Amparo","","Improcedente","['4.\xad Que, en el ejercicio de sus atribuciones, dicha entidad se encuentra facultada para efectuar la verificación de los procesos de determinación de las responsabilidades administrativas y presupuestales en los organismos pertenecientes al Sector Público Nacional, tal como lo ha efectuado en el presente caso mediante el Examen Especial sobre los contratos celebrados por FOPTUR con terceros en el período comprendido entre mil novecientos ochenta y dos y mil novecientos ochenta y cuatro, conforme lo autorizan los artículos 6°, 12°, 28°, 31° y 32° de la Ley N° 19039, Orgánica del Sistema Nacional de Control.', '5.\xad Que tales responsabilidades corresponden ser merituadas con arreglo a las atribuciones legales conferidas a FOPTUR y al Poder Judicial, este último basándose en la denuncia penal formulada ante la Cuadragésimo Segunda Fiscalía Provincial Penal con fecha veintinueve de setiembre de mil novecientos ochenta y ocho, cuya copia obra a fojas setenta y seis.']"
"00073-1992-AA","https://tc.gob.pe/jurisprudencia/1999/00073-1992-AA.pdf","data\sentencia-Extract\1999\sentencia-pdf-1999.csv","Proceso de Amparo","","Improcedente","['2. Que mediante la presente acción, se pretende dejar en suspenso la Resolución N.° 017-89-VC-9100 que declaró fundado el recurso de revisión planteado por Constructora Cezall S.R.Ltda. referente al otorgamiento de la Buena Pro de la Licitación Pública 001-88-BAP.GCRS-Agencia de Aplao. Sobre el particular cabe señalar que dicha Resolución fue emitida por el emplazado, en uso de las atribuciones que le confiere la ley; con su emisión no se violó ninguno de los derechos constitucionales consignados en el artículo 24° de la Ley N.° 23506 de Hábeas Corpus y Amparo.']"
"00030-1992-HC","https://tc.gob.pe/jurisprudencia/1999/00030-1992-HC.pdf","data\sentencia-Extract\1999\sentencia-pdf-1999.csv","Proceso de Habeas Corpus","","Improcedente","['5. Que, ante tales circunstancias, existen fundadas razones que llevan a la convicción de que la detención policial por nueve días, bajo el pretexto de investigar hechos inexistentes, como es, principalmente, la supuesta investigación por el delito de tráfico ilícito de drogas, ha sido preparada deliberadamente con el exclusivo ánimo de perjudicar al agraviado y favorecer al miembro de la PIP Víctor Rolando Tomanguilla Zuta, quienes sostuvieron una reyerta callejera, por lo que este Tribunal, si bien considera que a la fecha de constatación del hecho denunciado, el agraviado, don Jaime Wilson de los Ríos Cuba, se encontraba fuera de las instalaciones de la Estación PIP de San Martín de Porras, por lo que legalmente no existe acción de garantía que reponer al estado anterior a la violación de un derecho constitucional. No puede dejarse de señalar la materialización de un evidente abuso de autoridad del denunciado, arbitrariedad que también le produjo la pérdida del atributo fundamental de su libertad personal durante más de un año en forma injustificada.', '6. Que, en consecuencia, habiendo cesado a la fecha la agresión perpetrada, la misma que por su naturaleza, se ha convertido en irreparable para la persona del agraviado, por imperatividad del artículo 6 inciso 1) de la Ley N.° 23506, de Hábeas Corpus y Amparo, esta acción de garantía resulta improcedente; y habiendo quedado identificado el responsable, resulta de aplicación irrestricta las previsiones contenidas en el artículo 11 de dicha ley.']"
"00062-1992-AA","https://tc.gob.pe/jurisprudencia/1999/00062-1992-AA.pdf","data\sentencia-Extract\1999\sentencia-pdf-1999.csv","Proceso de Amparo","","Infundada","['1. Que, a través del presente proceso, el demandante cuestiona la resolución de fecha veintisiete de junio de mil novecientos noventa, expedida por el Tribunal Correccional presidido por la doctora Blanca Colán Maguiño e integrado por los doctores Luis Serrano Solís y Vidal Morales, en virtud de la cual, revocando la resolución de fecha seis de febrero de mil novecientos noventa, dispuso que el Tribunal Correccional conozca del proceso seguido contra el demandante y don Jesús Pino Mantilla, Fiscal Provincial de la Trigésimo Segunda Fiscalía Provincial Penal por el delito de extorsión.', '2. Que, en autos no obra la Resolución cuestionada por el demandante; motivo por el cual, no se encuentra acreditada la supuesta violación al derecho a no ser desviado de la jurisdicción determinada por ley, ni sometida a procedimiento distinto de los previamente establecidos, consagrado en el artículo 2 inciso 20) literal “l” de la Constitución Política del Perú de 1979, y recogido en el artículo 139 inciso 3) de la Constitución Política del Perú de 1993.']"
"00077-1992-AA","https://tc.gob.pe/jurisprudencia/1999/00077-1992-AA.pdf","data\sentencia-Extract\1999\sentencia-pdf-1999.csv","Proceso de Amparo","","Improcedente","['1. Que la demandante, mediante la presente acción de garantía, pretende la no aplicación del inciso 15) del numeral I del artículo 2° del Decreto Supremo N° 228-90-EF, del diez de agosto de mil novecientos noventa, publicado del once del mes y año citados, en el extremo en que deja en suspenso la aplicación de las exoneraciones y beneficios del Impuesto General a las Ventas para las empresas industriales establecidas en zona de frontera, que no han suscrito convenio de estabilidad tributaria con el Estado.', '2. Que las normas cuya no aplicación se solicita mediante la presente Acción de Amparo, son de carácter general y no individual. Consecuentemente, la Acción de Amparo no es la vía correspondiente para discutir los derechos que supuestamente le fueron violados a la demandante.']"
"00113-1992-AA","https://tc.gob.pe/jurisprudencia/1999/00113-1992-AA.pdf","data\sentencia-Extract\1999\sentencia-pdf-1999.csv","Proceso de Amparo","","Infundada","['1. Que el objeto de la presente Acción de Garantías es que el Banco Central de Reserva del Perú abastezca de materia prima -plata- a Corporación Argentum al tipo de cambio establecido en las resoluciones cambiarias N° 024-88-EF/90 y N° 031-88-EF/90; y, se disponga el normal abastecimiento del mercado interno de plata, en las mismas condiciones en las que se encontraba antes de la vigencia del Decreto Supremo N° 009-88/EM-VMM. [...]', '3. Que el Decreto Supremo N° 009-88/EM-VMM fue derogado por el Decreto Supremo N° 018-88/EM-VMM, de fecha uno de diciembre de mil novecientos ochenta y ocho, por lo que a la fecha de interposición de la demanda, seis de diciembre de mil novecientos ochenta y ocho, el Banco Central de Reserva ya no tenía la exclusividad en la comercialización de metal plata. Asimismo, la Resolución Cambiaria N° 024-88-EF/90, fue dejada sin efecto por la Resolución Cambiaria N°031-88-EF/90, la que a su vez fue dejada si efecto por la Resolución Cambiaria N° 033-88-EF/90, de fecha siete de setiembre de mil novecientos ochenta y ocho; y, conforme al artículo 149° de la constitución Política del Perú de 1979, aplicable al caso de autos, el Banco Central de Reserva tiene como funciones el regular la moneda y el crédito, defender la estabilidad monetaria y administrar las reservas nacionales.']"
"00081-1992-AA","https://tc.gob.pe/jurisprudencia/1999/00081-1992-AA.pdf","data\sentencia-Extract\1999\sentencia-pdf-1999.csv","Proceso de Amparo","","Improcedente","['1. Que el artículo 1° de la Ley N.° 23506, de Hábeas Corpus y Amparo, establece que el objeto de las acciones de garantía es el reponer las cosas al estado anterior a la violación o amenaza de violación de un derecho constitucional.', '2. Que, conforme aparece de la demanda, la actora alega haber sido despedida con fecha dieciséis de diciembre de mil novecientos ochenta y cinco, razón por la que formuló su reclamación correspondiente ante el Ministerio de Relaciones Exteriores del Perú, la misma que concluyó con fecha diecinueve de noviembre de mil novecientos ochenta y seis, conforme se advierte de la comunicación que le cursó la Directora de Asuntos Legales de dicho Ministerio, de fojas tres de autos, mediante la cual se le informó que tenía expedito su derecho para hacerlo valer ante los tribunales correspondientes; en consecuencia, computado el plazo de caducidad desde el día siguiente de la última fecha mencionada hasta la fecha en que se presentó la demanda materia de autos, ocurrida el dos de abril de mil novecientos ochenta y siete, se advierte que ha vencido en exceso el plazo de sesenta días hábiles establecido por el artículo 37° de la citada ley, caducando, de esta manera, el derecho de acción de la demandante.']"
"00036-1992-AA","https://tc.gob.pe/jurisprudencia/2001/00036-1992-AA.pdf","data\sentencia-Extract\2001\sentencia-pdf-2001.csv","Proceso de Amparo","El recurrente interpone demanda contra don Óscar Justo, Juez Suplente del Sexto Juzgado Civil de Arequipa, por la supuesta violación del principio constitucional de la cosa juzgada, con la finalidad de que se declaren inadmisibles los recursos que están entorpeciendo y retardando la ejecución de la sentencia que ha puesto término al proceso sobre reinvindicación y cobro de frutos, iniciado por don Rafael Zapater Zevallos. Se alega que dicha causa ya ha quedado con sentencia firme, al haber denegado la Corte Suprema el recurso de apelación formulado por la parte demandada, por lo que, conforme a lo establecido por el artículo 1080º inciso 3) del Código de Procedimientos Civiles, la sentencia ha adquirido la calidad de cosa juzgada. Sin embargo, una de las partes demandadas, sin estar autorizada para litigar por separado y catorce días después, presentó un recurso de apelación contra la referida sentencia ejecutoriada. Don Óscar Justo Pacheco, Juez Suplente de Sexto Juzgado Civil de Arequipa, contesta la demanda y solicita que la misma sea declarada improcedente, ya que el accionante en el juicio que deriva de este proceso, ha interpuesto recurso de apelación contra las resoluciones que supuestamente le afectan, por lo que éste ha optado por la vía judicial ordinaria, sentencia que no está ejecutoriada ya que se debe esperar el pronunciamiento del superior jerárquico. Sostiene, por último, que tanto en la doctrina como en la jurisprudencia de la Corte Suprema, las funciones del defensor de herencia son distintas de las del apoderado común. La Sala Civil de la Corte Superior de Justicia de Arequipa, a fojas setenta y ocho con fecha treinta de setiembre de mil novecientos ochenta y ocho, declaró improcedente la acción de amparo, aduciendo que el mencionado proceso ordinario no ha quedado ejecutoriado, pues en autos consta la denegación de la reposición formulada por el recurrente, referida a que el defensor de la herencia es persona distinta a los co­demandados representados por el apoderado común, teniendo dicho defensor las atribuciones de un representante legal, por lo tanto puede interponer los recursos impugnativos que se necesitan con el fin de defender a los herederos y que en caso de no hacerlo no quedaría una sentencia ejecutoriada. La recurrida declaró no haber nulidad en la sentencia de vista.","Improcedente","['4. La parte demandante ha formulado reposición contra la cuestionada resolución la cual, mediante resolución de fecha veintitrés de marzo de mil novecientos ochenta y ocho, fue declarada sin lugar; es decir, que en el mismo proceso ordinario, el recurrente ha hecho uso de medios impugnativos, los cuales han sido debidamente merituados por el órgano jurisdiccional.', '5. En consecuencia, este Tribunal Constitucional considera que las impugnaciones formuladas por el defensor de herencia, así como la resolución que la admitió, forman parte de un procedimiento regular, por lo que conforme al artículo 6º, inciso 2), de la Ley N.º 23506, la presente acción debe ser desestimada.']"
